timestamp_utc,trip_id,tren,fecha_tren,estado,retraso_seg,retraso_min
2026-05-05T03:00:36Z,5122M28400R2N,5122M,,SCHEDULED,60,1.0
2026-05-05T03:00:36Z,1022M20203C4a,1022M,,SCHEDULED,180,3.0
2026-05-05T03:00:36Z,1022M21601C2,1022M,,SCHEDULED,60,1.0
2026-05-05T03:05:19Z,5122M77502R4,5122M,,SCHEDULED,180,3.0
2026-05-05T03:05:19Z,5122M25602R1,5122M,,SCHEDULED,60,1.0
2026-05-05T03:05:19Z,5122M25702R1,5122M,,SCHEDULED,60,1.0
2026-05-05T03:05:19Z,1022M21500C2,1022M,,SCHEDULED,60,1.0
2026-05-05T03:05:19Z,1022M20203C4a,1022M,,SCHEDULED,120,2.0
2026-05-05T03:10:22Z,3022M23500C1,3022M,,SCHEDULED,-60,-1.0
2026-05-05T03:10:22Z,5122M28400R2N,5122M,,SCHEDULED,120,2.0
2026-05-05T03:10:22Z,6022M26500C3,6022M,,SCHEDULED,60,1.0
2026-05-05T03:10:22Z,1022M20205C4a,1022M,,SCHEDULED,120,2.0
2026-05-05T03:10:22Z,1022M21500C2,1022M,,SCHEDULED,60,1.0
2026-05-05T03:10:22Z,1022M21703C2,1022M,,SCHEDULED,120,2.0
2026-05-05T03:15:22Z,5122M77502R4,5122M,,SCHEDULED,480,8.0
2026-05-05T03:15:22Z,1022M20203C4a,1022M,,SCHEDULED,60,1.0
2026-05-05T03:15:22Z,1022M20205C4a,1022M,,SCHEDULED,240,4.0
2026-05-05T03:15:22Z,1022M21303C10,1022M,,SCHEDULED,-120,-2.0
2026-05-05T03:15:22Z,1022M21500C2,1022M,,SCHEDULED,120,2.0
2026-05-05T03:15:22Z,1022M21100C10,1022M,,SCHEDULED,-60,-1.0
2026-05-05T03:15:22Z,1022M21703C2,1022M,,SCHEDULED,180,3.0
2026-05-05T03:20:21Z,5122M28400R2N,5122M,,SCHEDULED,300,5.0
2026-05-05T03:20:21Z,5122M77502R4,5122M,,SCHEDULED,420,7.0
2026-05-05T03:20:21Z,6022M26500C3,6022M,,SCHEDULED,-60,-1.0
2026-05-05T03:20:21Z,6022M26100C1,6022M,,SCHEDULED,60,1.0
2026-05-05T03:20:21Z,1022M19799C1,1022M,,SCHEDULED,120,2.0
2026-05-05T03:20:21Z,1022M21303C10,1022M,,SCHEDULED,-120,-2.0
2026-05-05T03:20:21Z,1022M20403C4b,1022M,,SCHEDULED,60,1.0
2026-05-05T03:20:21Z,1022M20205C4a,1022M,,SCHEDULED,180,3.0
2026-05-05T03:20:21Z,1022M21500C2,1022M,,SCHEDULED,60,1.0
2026-05-05T03:20:21Z,1022M21100C10,1022M,,SCHEDULED,-60,-1.0
2026-05-05T03:20:21Z,1022M21703C2,1022M,,SCHEDULED,240,4.0
2026-05-05T03:20:21Z,1022M20203C4a,1022M,,SCHEDULED,240,4.0
2026-05-05T03:25:17Z,5122M28400R2N,5122M,,SCHEDULED,300,5.0
2026-05-05T03:25:17Z,5122M77400R4,5122M,,SCHEDULED,240,4.0
2026-05-05T03:25:17Z,5122M78288R2,5122M,,SCHEDULED,240,4.0
2026-05-05T03:25:17Z,5122M77600R4,5122M,,SCHEDULED,-60,-1.0
2026-05-05T03:25:17Z,5122M77502R4,5122M,,SCHEDULED,480,8.0
2026-05-05T03:25:17Z,5122M78280R2,5122M,,SCHEDULED,540,9.0
2026-05-05T03:25:17Z,5122M25602R1,5122M,,SCHEDULED,60,1.0
2026-05-05T03:25:17Z,5122M25604R1,5122M,,SCHEDULED,-120,-2.0
2026-05-05T03:25:17Z,5122M25702R1,5122M,,SCHEDULED,120,2.0
2026-05-05T03:25:17Z,1022M21601C2,1022M,,SCHEDULED,180,3.0
2026-05-05T03:25:17Z,1022M19799C1,1022M,,SCHEDULED,180,3.0
2026-05-05T03:25:17Z,1022M21501C2,1022M,,SCHEDULED,60,1.0
2026-05-05T03:25:17Z,1022M21303C10,1022M,,SCHEDULED,-120,-2.0
2026-05-05T03:25:17Z,1022M20403C4b,1022M,,SCHEDULED,120,2.0
2026-05-05T03:25:17Z,1022M21100C10,1022M,,SCHEDULED,-60,-1.0
2026-05-05T03:25:17Z,1022M21703C2,1022M,,SCHEDULED,180,3.0
2026-05-05T03:25:17Z,1022M20203C4a,1022M,,SCHEDULED,180,3.0
2026-05-05T03:30:37Z,3022M23501C1,3022M,,SCHEDULED,60,1.0
2026-05-05T03:30:37Z,3222M23303C1,3222M,,SCHEDULED,60,1.0
2026-05-05T03:30:37Z,5122M28400R2N,5122M,,SCHEDULED,240,4.0
2026-05-05T03:30:37Z,5122M77600R4,5122M,,SCHEDULED,-60,-1.0
2026-05-05T03:30:37Z,5122M77502R4,5122M,,SCHEDULED,480,8.0
2026-05-05T03:30:37Z,5122M77200R2S,5122M,,SCHEDULED,60,1.0
2026-05-05T03:30:37Z,5122M25602R1,5122M,,SCHEDULED,60,1.0
2026-05-05T03:30:37Z,5122M25702R1,5122M,,SCHEDULED,180,3.0
2026-05-05T03:30:37Z,6022M26502C3,6022M,,SCHEDULED,60,1.0
2026-05-05T03:30:37Z,6022M26001C2,6022M,,SCHEDULED,60,1.0
2026-05-05T03:30:37Z,6022M26000C2,6022M,,SCHEDULED,60,1.0
2026-05-05T03:30:37Z,1022M21601C2,1022M,,SCHEDULED,180,3.0
2026-05-05T03:30:37Z,1022M78004C3,1022M,,SCHEDULED,60,1.0
2026-05-05T03:30:37Z,1022M78003C3,1022M,,SCHEDULED,480,8.0
2026-05-05T03:30:37Z,1022M20203C4a,1022M,,SCHEDULED,300,5.0
2026-05-05T03:30:37Z,1022M21501C2,1022M,,SCHEDULED,120,2.0
2026-05-05T03:30:37Z,1022M21303C10,1022M,,SCHEDULED,-60,-1.0
2026-05-05T03:30:37Z,1022M21500C2,1022M,,SCHEDULED,300,5.0
2026-05-05T03:30:37Z,1022M21100C10,1022M,,SCHEDULED,-60,-1.0
2026-05-05T03:30:37Z,1022M21703C2,1022M,,SCHEDULED,120,2.0
2026-05-05T03:35:19Z,3022M23501C1,3022M,,SCHEDULED,60,1.0
2026-05-05T03:35:19Z,5122M77201R2S,5122M,,SCHEDULED,-60,-1.0
2026-05-05T03:35:19Z,5122M77502R4,5122M,,SCHEDULED,360,6.0
2026-05-05T03:35:19Z,5122M77506R4,5122M,,SCHEDULED,180,3.0
2026-05-05T03:35:19Z,5122M77200R2S,5122M,,SCHEDULED,240,4.0
2026-05-05T03:35:19Z,5122M77400R4,5122M,,SCHEDULED,180,3.0
2026-05-05T03:35:19Z,5122M78280R2,5122M,,SCHEDULED,480,8.0
2026-05-05T03:35:19Z,5122M25604R1,5122M,,SCHEDULED,60,1.0
2026-05-05T03:35:19Z,6022M26002C2,6022M,,SCHEDULED,60,1.0
2026-05-05T03:35:19Z,1022M78004C3,1022M,,SCHEDULED,60,1.0
2026-05-05T03:35:19Z,1022M78003C3,1022M,,SCHEDULED,480,8.0
2026-05-05T03:35:19Z,1022M21605C2,1022M,,SCHEDULED,-120,-2.0
2026-05-05T03:35:19Z,1022M19799C1,1022M,,SCHEDULED,60,1.0
2026-05-05T03:35:19Z,1022M21501C2,1022M,,SCHEDULED,120,2.0
2026-05-05T03:35:19Z,1022M21303C10,1022M,,SCHEDULED,-60,-1.0
2026-05-05T03:35:19Z,1022M20205C4a,1022M,,SCHEDULED,180,3.0
2026-05-05T03:35:19Z,1022M21500C2,1022M,,SCHEDULED,240,4.0
2026-05-05T03:35:19Z,1022M20402C4b,1022M,,SCHEDULED,-60,-1.0
2026-05-05T03:35:19Z,1022M20212C4a,1022M,,SCHEDULED,-60,-1.0
2026-05-05T03:35:19Z,1022M20204C4,1022M,,SCHEDULED,60,1.0
2026-05-05T03:35:19Z,1022M21703C2,1022M,,SCHEDULED,180,3.0
2026-05-05T03:35:19Z,1022M21504C2,1022M,,SCHEDULED,60,1.0
2026-05-05T03:35:19Z,1022M21701C2,1022M,,SCHEDULED,180,3.0
2026-05-05T03:35:19Z,1022M20407C4b,1022M,,SCHEDULED,480,8.0
2026-05-05T03:40:21Z,3022M23501C1,3022M,,SCHEDULED,300,5.0
2026-05-05T03:40:21Z,3022M23500C1,3022M,,SCHEDULED,120,2.0
2026-05-05T03:40:21Z,3222M23303C1,3222M,,SCHEDULED,120,2.0
2026-05-05T03:40:21Z,5122M77504R4,5122M,,SCHEDULED,120,2.0
2026-05-05T03:40:21Z,5122M28402R2N,5122M,,SCHEDULED,120,2.0
2026-05-05T03:40:21Z,5122M77200R2S,5122M,,SCHEDULED,300,5.0
2026-05-05T03:40:21Z,6022M26001C2,6022M,,SCHEDULED,120,2.0
2026-05-05T03:40:21Z,6022M26600C3,6022M,,SCHEDULED,60,1.0
2026-05-05T03:40:21Z,1022M21500C2,1022M,,SCHEDULED,300,5.0
