timestamp_utc,trip_id,tren,fecha_tren,estado,retraso_seg,retraso_min
2026-06-01T02:50:27Z,5149L78280R2,5149L,,SCHEDULED,180,3.0
2026-06-01T02:55:24Z,5149L78280R2,5149L,,SCHEDULED,240,4.0
2026-06-01T03:00:47Z,5149L78280R2,5149L,,SCHEDULED,240,4.0
2026-06-01T03:05:24Z,5149L78280R2,5149L,,SCHEDULED,180,3.0
2026-06-01T03:05:24Z,5149L25602R1,5149L,,SCHEDULED,60,1.0
2026-06-01T03:10:31Z,5149L78280R2,5149L,,SCHEDULED,180,3.0
2026-06-01T03:10:31Z,5149L28557R2N,5149L,,SCHEDULED,-60,-1.0
2026-06-01T03:10:31Z,5149L77502R4,5149L,,SCHEDULED,120,2.0
2026-06-01T03:10:31Z,6049L26100C1,6049L,,SCHEDULED,60,1.0
2026-06-01T03:10:31Z,1049L21601C2,1049L,,SCHEDULED,720,12.0
2026-06-01T03:10:31Z,1049L20203C4a,1049L,,SCHEDULED,480,8.0
2026-06-01T03:10:31Z,1049L20405C4b,1049L,,SCHEDULED,-60,-1.0
2026-06-01T03:10:31Z,1049L20403C4b,1049L,,SCHEDULED,180,3.0
2026-06-01T03:10:31Z,1049L21500C2,1049L,,SCHEDULED,60,1.0
2026-06-01T03:15:27Z,5149L78280R2,5149L,,SCHEDULED,120,2.0
2026-06-01T03:15:27Z,1049L21601C2,1049L,,SCHEDULED,540,9.0
2026-06-01T03:15:27Z,1049L20203C4a,1049L,,SCHEDULED,360,6.0
2026-06-01T03:15:27Z,1049L20405C4b,1049L,,SCHEDULED,-60,-1.0
2026-06-01T03:15:27Z,1049L20403C4b,1049L,,SCHEDULED,180,3.0
2026-06-01T03:15:27Z,1049L20205C4a,1049L,,SCHEDULED,120,2.0
2026-06-01T03:15:27Z,1049L21703C2,1049L,,SCHEDULED,180,3.0
2026-06-01T03:20:28Z,5149L78288R2,5149L,,SCHEDULED,240,4.0
2026-06-01T03:20:28Z,5149L78280R2,5149L,,SCHEDULED,180,3.0
2026-06-01T03:20:28Z,6049L26501C3,6049L,,SCHEDULED,120,2.0
2026-06-01T03:20:28Z,1049L78002C3,1049L,,SCHEDULED,180,3.0
2026-06-01T03:20:28Z,1049L21601C2,1049L,,SCHEDULED,600,10.0
2026-06-01T03:20:28Z,1049L20405C4b,1049L,,SCHEDULED,-60,-1.0
2026-06-01T03:20:28Z,1049L20403C4b,1049L,,SCHEDULED,180,3.0
2026-06-01T03:20:28Z,1049L19799C1,1049L,,SCHEDULED,240,4.0
2026-06-01T03:20:28Z,1049L20203C4a,1049L,,SCHEDULED,540,9.0
2026-06-01T03:20:28Z,1049L21500C2,1049L,,SCHEDULED,120,2.0
2026-06-01T03:20:28Z,1049L21703C2,1049L,,SCHEDULED,180,3.0
2026-06-01T03:20:28Z,1049L21701C2,1049L,,SCHEDULED,0,0.0
2026-06-01T03:25:26Z,5149L33520RL4,5149L,,SCHEDULED,180,3.0
2026-06-01T03:25:26Z,5149L25602R1,5149L,,SCHEDULED,-60,-1.0
2026-06-01T03:25:26Z,5149L28400R2N,5149L,,SCHEDULED,360,6.0
2026-06-01T03:25:26Z,5149L25702R1,5149L,,SCHEDULED,60,1.0
2026-06-01T03:25:26Z,5149L77400R4,5149L,,SCHEDULED,120,2.0
2026-06-01T03:25:26Z,5149L78280R2,5149L,,SCHEDULED,180,3.0
2026-06-01T03:25:26Z,6149L32769C1,6149L,,SCHEDULED,300,5.0
2026-06-01T03:25:26Z,1049L21000C8a,1049L,,SCHEDULED,-120,-2.0
2026-06-01T03:25:26Z,1049L78002C3,1049L,,SCHEDULED,120,2.0
2026-06-01T03:25:26Z,1049L21601C2,1049L,,SCHEDULED,720,12.0
2026-06-01T03:25:26Z,1049L78003C3,1049L,,SCHEDULED,180,3.0
2026-06-01T03:25:26Z,1049L20405C4b,1049L,,SCHEDULED,-60,-1.0
2026-06-01T03:25:26Z,1049L20403C4b,1049L,,SCHEDULED,180,3.0
2026-06-01T03:25:26Z,1049L19799C1,1049L,,SCHEDULED,540,9.0
2026-06-01T03:25:26Z,1049L20203C4a,1049L,,SCHEDULED,540,9.0
2026-06-01T03:25:26Z,1049L21500C2,1049L,,SCHEDULED,240,4.0
2026-06-01T03:25:26Z,1049L21701C2,1049L,,SCHEDULED,0,0.0
2026-06-01T03:30:39Z,3249L23303C1,3249L,,SCHEDULED,60,1.0
